name,album,release_date,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
It Must Be Hell - Remastered,Undercover (2009 Re-Mastered),7/11/1983,10,0.156,0.602,0.912,0.716,0.351,-4.309,0.0596,114.406,0.726,20,304693
Intro (Take The A Train) - Live / Remastered 2009,Still Life,1/6/1982,1,0.483,0.318,0.532,0.347,0.973,-8.893,0.158,81.407,0.409,1,27293
Under My Thumb - Live / Remastered 2009,Still Life,1/6/1982,2,0.13,0.477,0.982,0.372,0.928,-3.343,0.0945,137.204,0.549,31,258399
Let's Spend The Night Together - Live / Remastered 2009,Still Life,1/6/1982,3,0.16,0.356,0.971,0.0055,0.957,-3.124,0.0792,155.067,0.546,27,230640
Shattered - Live / Remastered 2009,Still Life,1/6/1982,4,0.163,0.418,0.985,0.0136,0.998,-2.902,0.16,161.333,0.502,20,250960
Twenty Flight Rock - Live / Remastered 2009,Still Life,1/6/1982,5,0.252,0.533,0.983,0.045,0.95,-3.487,0.0892,106.603,0.641,20,107306
Going To A Go-Go - Live / Remastered 2009,Still Life,1/6/1982,6,0.212,0.616,0.973,0.151,0.869,-3.431,0.0538,128.09,0.893,27,203066
Let Me Go - Live / Remastered 2009,Still Life,1/6/1982,7,0.0424,0.194,0.991,0.354,0.818,-3.344,0.118,185.925,0.666,19,216160
Time Is On My Side - Live / Remastered 2009,Still Life,1/6/1982,8,0.404,0.233,0.814,4.13e-05,0.879,-4.203,0.043,167.776,0.565,24,218533
Just My Imagination (Running Away With Me) - Live / Remastered 2009,Still Life,1/6/1982,9,0.0247,0.348,0.943,0.000173,0.997,-3.283,0.0745,117.936,0.724,21,322400
Start Me Up - Live / Remastered 2009,Still Life,1/6/1982,10,0.101,0.425,0.985,0.0316,0.974,-2.163,0.111,133.004,0.628,20,261173
(I Can't Get No) Satisfaction - Live / Remastered 2009,Still Life,1/6/1982,11,0.0619,0.242,0.995,0.0105,0.979,-1.961,0.133,166.209,0.392,20,264266
Outro - Star Spangled Banner - Live / Remastered 2009,Still Life,1/6/1982,12,0.865,0.153,0.989,0.941,0.962,-4.348,0.19,134.689,0.0369,15,48266
Start Me Up - Remastered,Tattoo You,24/8/1981,1,0.0672,0.66,0.839,0.307,0.074,-8.056,0.0344,122.592,0.968,34,211666
Hang Fire,Tattoo You,24/8/1981,2,0.0178,0.469,0.788,0.183,0.273,-9.172,0.0303,151.927,0.953,25,140826
Slave,Tattoo You,24/8/1981,3,0.163,0.562,0.814,0.482,0.0467,-9.087,0.0396,133.219,0.863,27,392360
Little T&A,Tattoo You,24/8/1981,4,0.266,0.534,0.801,0.62,0.398,-9.152,0.0271,136.241,0.866,26,203333
Black Limousine,Tattoo You,24/8/1981,5,0.129,0.521,0.784,0.146,0.647,-8.591,0.0463,109.84,0.899,21,211133
Neighbours,Tattoo You,24/8/1981,6,0.187,0.432,0.861,0.00371,0.296,-8.952,0.0568,166.389,0.821,21,211093
Worried About You,Tattoo You,24/8/1981,7,0.153,0.435,0.47,0.00044,0.0792,-12.104,0.0328,82.544,0.353,24,317026
Tops,Tattoo You,24/8/1981,8,0.141,0.613,0.62,2.29e-05,0.0997,-10.272,0.0354,80.573,0.759,26,225333
Heaven,Tattoo You,24/8/1981,9,0.229,0.616,0.398,0.0521,0.202,-11.664,0.0373,114.457,0.115,30,260959
No Use In Crying,Tattoo You,24/8/1981,10,0.628,0.622,0.377,0.00144,0.261,-9.393,0.0398,143.767,0.393,24,204573
Waiting On A Friend - Remastered,Tattoo You,24/8/1981,11,0.128,0.603,0.656,0.167,0.532,-10.305,0.0286,117.025,0.903,26,273973
Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered),24/8/1981,1,0.0436,0.631,0.932,0.137,0.0918,-4.142,0.0354,122.429,0.971,76,213066
Hang Fire - Remastered,Tattoo You (2009 Re-Mastered),24/8/1981,2,0.0299,0.461,0.906,0.0104,0.319,-4.369,0.0356,152.206,0.939,44,141093
Slave - Remastered,Tattoo You (2009 Re-Mastered),24/8/1981,3,0.115,0.564,0.862,0.308,0.0493,-6.398,0.0428,133.242,0.847,43,392800
Little T&A - Remastered,Tattoo You (2009 Re-Mastered),24/8/1981,4,0.132,0.53,0.888,0.0321,0.425,-5.128,0.0282,136.123,0.833,45,203173
Black Limousine - Remastered,Tattoo You (2009 Re-Mastered),24/8/1981,5,0.152,0.511,0.892,0.262,0.638,-4.701,0.0588,108.959,0.869,36,212026
Neighbours - Remastered,Tattoo You (2009 Re-Mastered),24/8/1981,6,0.17,0.431,0.94,0.00155,0.315,-5.868,0.0775,166.156,0.759,35,211466
Worried About You - Remastered,Tattoo You (2009 Re-Mastered),24/8/1981,7,0.105,0.428,0.636,0.000923,0.0865,-6.891,0.033,85.121,0.374,39,317560
Tops - Remastered,Tattoo You (2009 Re-Mastered),24/8/1981,8,0.108,0.599,0.715,4.75e-05,0.0834,-7.107,0.0429,80.541,0.714,41,226773
Heaven - Remastered,Tattoo You (2009 Re-Mastered),24/8/1981,9,0.222,0.617,0.459,0.0415,0.285,-9.292,0.0368,114.497,0.119,55,262400
No Use In Crying - Remastered,Tattoo You (2009 Re-Mastered),24/8/1981,10,0.58,0.636,0.455,0.000523,0.159,-6.493,0.0338,143.853,0.432,38,205173
Waiting On A Friend - Remastered 2009,Tattoo You (2009 Re-Mastered),24/8/1981,11,0.157,0.606,0.794,0.0406,0.568,-6.042,0.0282,116.93,0.911,59,274226
Dance (pt 1) - Remastered,Emotional Rescue (2009 Re-Mastered),20/6/1980,1,0.354,0.74,0.895,0.402,0.0548,-4.529,0.0415,107.411,0.895,40,263226
Summer Romance - Remastered,Emotional Rescue (2009 Re-Mastered),20/6/1980,2,0.073,0.334,0.975,0.269,0.291,-3.134,0.188,170.035,0.62,27,196173
Send It To Me - Remastered,Emotional Rescue (2009 Re-Mastered),20/6/1980,3,0.104,0.768,0.799,0.0768,0.155,-6.079,0.0831,94.268,0.731,32,222960
Let Me Go - Remastered,Emotional Rescue (2009 Re-Mastered),20/6/1980,4,0.00928,0.564,0.961,0.0343,0.146,-4.358,0.0644,148.502,0.865,30,231666
Indian Girl - Remastered,Emotional Rescue (2009 Re-Mastered),20/6/1980,5,0.0478,0.735,0.494,0.0217,0.161,-5.93,0.039,97.538,0.467,31,263373
Where The Boys Go - Remastered,Emotional Rescue (2009 Re-Mastered),20/6/1980,6,0.266,0.49,0.993,0.583,0.786,-3.498,0.136,160.399,0.821,27,209373
Down In The Hole - Remastered,Emotional Rescue (2009 Re-Mastered),20/6/1980,7,0.0119,0.293,0.712,0.902,0.348,-6.122,0.0908,186.898,0.249,30,238093
Emotional Rescue - Remastered 2009,Emotional Rescue (2009 Re-Mastered),20/6/1980,8,0.111,0.678,0.621,0.0973,0.0394,-5.478,0.0623,113.389,0.776,54,339400
She's So Cold - Remastered,Emotional Rescue (2009 Re-Mastered),20/6/1980,9,0.4,0.756,0.843,0.0104,0.0654,-5.315,0.0476,139.51,0.841,55,253506
All About You - Remastered,Emotional Rescue (2009 Re-Mastered),20/6/1980,10,0.335,0.62,0.384,0.00611,0.147,-9.128,0.0259,86.727,0.224,29,257933
Dance (Pt. 1),Emotional Rescue,20/6/1980,1,0.333,0.748,0.834,0.518,0.0582,-8.281,0.033,107.428,0.925,19,263200
Summer Romance,Emotional Rescue,20/6/1980,2,0.0524,0.359,0.922,0.486,0.297,-8.065,0.106,167.926,0.68,15,195973
Send It To Me,Emotional Rescue,20/6/1980,3,0.113,0.775,0.66,0.0518,0.0498,-10.089,0.0698,94.249,0.854,17,222973
Let Me Go,Emotional Rescue,20/6/1980,4,0.00996,0.59,0.912,0.0909,0.146,-8.608,0.0484,148.513,0.88,15,229866
Indian Girl,Emotional Rescue,20/6/1980,5,0.0546,0.743,0.366,0.0419,0.196,-10.311,0.0369,97.595,0.576,17,263266
Where The Boys Go,Emotional Rescue,20/6/1980,6,0.251,0.527,0.965,0.758,0.683,-9.225,0.0744,160.65,0.81,14,209133
Down In The Hole,Emotional Rescue,20/6/1980,7,0.00851,0.306,0.516,0.875,0.325,-11.418,0.0635,187.292,0.274,19,237026
Emotional Rescue,Emotional Rescue,20/6/1980,8,0.0894,0.694,0.475,0.133,0.0414,-9.182,0.0886,113.811,0.855,25,339360
She's So Cold,Emotional Rescue,20/6/1980,9,0.362,0.76,0.711,0.0482,0.0614,-9.283,0.0473,139.47,0.851,27,252600
All About You,Emotional Rescue,20/6/1980,10,0.298,0.615,0.282,0.0221,0.147,-13.611,0.0268,87.42,0.201,14,258266
Miss You - Remastered,Some Girls,9/6/1978,1,0.443,0.795,0.71,0.0215,0.344,-4.746,0.0392,109.689,0.845,69,288666
When The Whip Comes Down - Remastered,Some Girls,9/6/1978,2,0.382,0.499,0.986,0.913,0.284,-1.871,0.0503,130.597,0.835,40,260959
Just My Imagination (Running Away With Me) - Remastered,Some Girls,9/6/1978,3,0.452,0.452,0.908,0.279,0.318,-2.535,0.0567,112.872,0.792,42,278173
Some Girls - Remastered,Some Girls,9/6/1978,4,0.527,0.474,0.938,0.52,0.299,-2.643,0.0898,71.995,0.505,43,276933
Lies - Remastered,Some Girls,9/6/1978,5,0.437,0.382,0.997,0.95,0.617,-1.568,0.188,162.428,0.563,37,191266
Far Away Eyes - Remastered,Some Girls,9/6/1978,6,0.504,0.667,0.605,0.014,0.246,-5.683,0.0258,94.346,0.69,46,263960
Respectable - Remastered,Some Girls,9/6/1978,7,0.123,0.452,0.99,0.884,0.0677,-2.823,0.0524,152.111,0.875,42,187440
Before They Make Me Run - Remastered,Some Girls,9/6/1978,8,0.384,0.595,0.955,0.0175,0.05,-2.304,0.117,132.653,0.714,39,204960
Beast Of Burden - Remastered 1994,Some Girls,9/6/1978,9,0.39,0.783,0.878,0.000778,0.0426,-3.864,0.0308,100.626,0.885,72,265173
Shattered - Remastered,Some Girls,9/6/1978,10,0.415,0.738,0.952,2.2e-05,0.116,-2.752,0.147,140.395,0.748,51,226800
Miss You - Remastered,Some Girls (Deluxe Version),9/6/1978,1,0.443,0.795,0.71,0.0215,0.344,-4.746,0.0392,109.689,0.845,32,288666
When The Whip Comes Down - Remastered,Some Girls (Deluxe Version),9/6/1978,2,0.382,0.499,0.986,0.913,0.284,-1.871,0.0503,130.597,0.835,20,260959
Just My Imagination (Running Away With Me) - Remastered,Some Girls (Deluxe Version),9/6/1978,3,0.452,0.452,0.908,0.279,0.318,-2.535,0.0567,112.872,0.792,24,278173
Some Girls - Remastered,Some Girls (Deluxe Version),9/6/1978,4,0.527,0.474,0.938,0.52,0.299,-2.643,0.0898,71.995,0.505,21,276933
Lies - Remastered,Some Girls (Deluxe Version),9/6/1978,5,0.437,0.382,0.997,0.95,0.617,-1.568,0.188,162.428,0.563,16,191266
Far Away Eyes - Remastered,Some Girls (Deluxe Version),9/6/1978,6,0.504,0.667,0.605,0.014,0.246,-5.683,0.0258,94.346,0.69,23,263960
Respectable - Remastered,Some Girls (Deluxe Version),9/6/1978,7,0.123,0.452,0.99,0.884,0.0677,-2.823,0.0524,152.111,0.875,18,187440
Before They Make Me Run - Remastered,Some Girls (Deluxe Version),9/6/1978,8,0.384,0.595,0.955,0.0175,0.05,-2.304,0.117,132.653,0.714,19,204960
Beast Of Burden - Remastered 1994,Some Girls (Deluxe Version),9/6/1978,9,0.39,0.783,0.878,0.000778,0.0426,-3.864,0.0308,100.626,0.885,30,265173
Shattered - Remastered,Some Girls (Deluxe Version),9/6/1978,10,0.415,0.738,0.952,2.2e-05,0.116,-2.752,0.147,140.395,0.748,28,226800
Claudine,Some Girls (Deluxe Version),9/6/1978,1,0.0144,0.439,0.977,0.0221,0.383,-4.386,0.128,105.124,0.364,17,222253
So Young,Some Girls (Deluxe Version),9/6/1978,2,0.118,0.524,0.946,0.089,0.111,-3.123,0.061,128.759,0.746,15,198800
Do You Think I Really Care,Some Girls (Deluxe Version),9/6/1978,3,0.0969,0.609,0.902,0.00558,0.327,-4.282,0.0273,146.733,0.952,20,262240
When You're Gone,Some Girls (Deluxe Version),9/6/1978,4,0.54,0.583,0.889,0.27,0.0995,-4.532,0.0994,106.666,0.598,15,231666
No Spare Parts,Some Girls (Deluxe Version),9/6/1978,5,0.24,0.594,0.762,1.52e-05,0.712,-5.145,0.0292,72.648,0.54,19,270466
Don't Be A Stranger,Some Girls (Deluxe Version),9/6/1978,6,0.061,0.72,0.867,0.0297,0.385,-5.871,0.039,127.329,0.847,15,246266
We Had It All,Some Girls (Deluxe Version),9/6/1978,7,0.678,0.498,0.348,0.0241,0.133,-9.857,0.0305,63.103,0.246,17,174013
Tallahassee Lassie,Some Girls (Deluxe Version),9/6/1978,8,0.0654,0.57,0.957,0.0802,0.123,-2.886,0.0458,139.872,0.903,16,157093
I Love You Too Much,Some Girls (Deluxe Version),9/6/1978,9,0.0702,0.586,0.968,0.00487,0.305,-3.312,0.0477,133.936,0.891,13,190613
Keep Up Blues,Some Girls (Deluxe Version),9/6/1978,10,0.102,0.355,0.887,0.0142,0.1,-3.085,0.107,204.098,0.649,15,260893
You Win Again,Some Girls (Deluxe Version),9/6/1978,11,0.0962,0.403,0.65,0.00293,0.248,-4.279,0.0269,83.957,0.53,17,180280
Petrol Blues,Some Girls (Deluxe Version),9/6/1978,12,0.769,0.835,0.621,0.114,0.116,-8.007,0.0406,115.87,0.336,13,95626
Miss You - Remastered,Some Girls (Deluxe Version),9/6/1978,1,0.443,0.795,0.71,0.0215,0.344,-4.746,0.0392,109.689,0.845,46,288666
When The Whip Comes Down - Remastered,Some Girls (Deluxe Version),9/6/1978,2,0.382,0.499,0.986,0.913,0.284,-1.871,0.0503,130.597,0.835,18,260959
Just My Imagination (Running Away With Me) - Remastered,Some Girls (Deluxe Version),9/6/1978,3,0.452,0.452,0.908,0.279,0.318,-2.535,0.0567,112.872,0.792,20,278173
Some Girls - Remastered,Some Girls (Deluxe Version),9/6/1978,4,0.527,0.474,0.938,0.52,0.299,-2.643,0.0898,71.995,0.505,21,276933
Lies - Remastered,Some Girls (Deluxe Version),9/6/1978,5,0.437,0.382,0.997,0.95,0.617,-1.568,0.188,162.428,0.563,16,191266
Far Away Eyes - Remastered,Some Girls (Deluxe Version),9/6/1978,6,0.504,0.667,0.605,0.014,0.246,-5.683,0.0258,94.346,0.69,22,263960
Respectable - Remastered,Some Girls (Deluxe Version),9/6/1978,7,0.123,0.452,0.99,0.884,0.0677,-2.823,0.0524,152.111,0.875,19,187440
Before They Make Me Run - Remastered,Some Girls (Deluxe Version),9/6/1978,8,0.384,0.595,0.955,0.0175,0.05,-2.304,0.117,132.653,0.714,18,204960
Beast Of Burden - Remastered 1994,Some Girls (Deluxe Version),9/6/1978,9,0.39,0.783,0.878,0.000778,0.0426,-3.864,0.0308,100.626,0.885,29,265173
Shattered - Remastered,Some Girls (Deluxe Version),9/6/1978,10,0.415,0.738,0.952,2.2e-05,0.116,-2.752,0.147,140.395,0.748,18,226800
Claudine,Some Girls (Deluxe Version),9/6/1978,1,0.0144,0.439,0.977,0.0221,0.383,-4.386,0.128,105.124,0.364,17,222253
So Young,Some Girls (Deluxe Version),9/6/1978,2,0.118,0.524,0.946,0.089,0.111,-3.123,0.061,128.759,0.746,16,198800
Do You Think I Really Care,Some Girls (Deluxe Version),9/6/1978,3,0.0969,0.609,0.902,0.00558,0.327,-4.282,0.0273,146.733,0.952,21,262240
When You're Gone,Some Girls (Deluxe Version),9/6/1978,4,0.54,0.583,0.889,0.27,0.0995,-4.532,0.0994,106.666,0.598,16,231666
No Spare Parts,Some Girls (Deluxe Version),9/6/1978,5,0.24,0.594,0.762,1.52e-05,0.712,-5.145,0.0292,72.648,0.54,19,270466
Don't Be A Stranger,Some Girls (Deluxe Version),9/6/1978,6,0.061,0.72,0.867,0.0297,0.385,-5.871,0.039,127.329,0.847,15,246266
We Had It All,Some Girls (Deluxe Version),9/6/1978,7,0.678,0.498,0.348,0.0241,0.133,-9.857,0.0305,63.103,0.246,19,174013
Tallahassee Lassie,Some Girls (Deluxe Version),9/6/1978,8,0.0654,0.57,0.957,0.0802,0.123,-2.886,0.0458,139.872,0.903,17,157093
I Love You Too Much,Some Girls (Deluxe Version),9/6/1978,9,0.0702,0.586,0.968,0.00487,0.305,-3.312,0.0477,133.936,0.891,15,190613
Keep Up Blues,Some Girls (Deluxe Version),9/6/1978,10,0.102,0.355,0.887,0.0142,0.1,-3.085,0.107,204.098,0.649,16,260893
You Win Again,Some Girls (Deluxe Version),9/6/1978,11,0.0962,0.403,0.65,0.00293,0.248,-4.279,0.0269,83.957,0.53,18,180280
Petrol Blues,Some Girls (Deluxe Version),9/6/1978,12,0.769,0.835,0.621,0.114,0.116,-8.007,0.0406,115.87,0.336,13,95626
"Intro: Excerpt From ""Fanfare For The Common Man"" - Live",Love You Live (Remastered),23/9/1977,1,0.248,0.107,0.995,0.966,0.77,-13.046,0.0821,169.789,0.0187,5,83666
Honky Tonk Women - Live,Love You Live (Remastered),23/9/1977,2,0.0192,0.477,0.887,0.0107,0.913,-8.252,0.0432,115.745,0.735,9,199293
If You Can't Rock Me / Get Off Of My Cloud - Live,Love You Live (Remastered),23/9/1977,3,0.204,0.427,0.965,0.0522,0.991,-5.391,0.0481,136.637,0.74,8,300200
Happy - Live,Love You Live (Remastered),23/9/1977,4,0.0301,0.351,0.973,1.14e-06,0.955,-6.642,0.167,153.181,0.47,7,175106
Hot Stuff - Live,Love You Live (Remastered),23/9/1977,5,0.297,0.675,0.896,0.171,0.984,-6.905,0.0392,109.183,0.692,6,274600
Star Star - Live,Love You Live (Remastered),23/9/1977,6,0.0914,0.325,0.969,0.000119,0.971,-5.353,0.0415,154.377,0.891,8,249866
Tumbling Dice - Live,Love You Live (Remastered),23/9/1977,7,0.418,0.48,0.898,0.0209,0.789,-7.121,0.0352,113.06,0.835,7,240360
Fingerprint File - Live,Love You Live (Remastered),23/9/1977,8,0.161,0.66,0.844,0.0233,0.945,-8.741,0.0522,105.444,0.729,6,316506
You Gotta Move - Live,Love You Live (Remastered),23/9/1977,9,0.366,0.414,0.559,2.56e-05,0.815,-10.023,0.136,183.143,0.412,6,259000
You Can't Always Get What You Want - Live,Love You Live (Remastered),23/9/1977,10,0.493,0.396,0.776,0.00171,0.992,-7.873,0.0666,138.757,0.723,7,462560
Mannish Boy - Live,Love You Live (Remastered),23/9/1977,1,0.717,0.349,0.69,0.0257,0.888,-8.424,0.0659,201.691,0.84,6,387733
Crackin' Up - Live,Love You Live (Remastered),23/9/1977,2,0.54,0.655,0.732,0.0311,0.703,-8.704,0.0893,105.259,0.96,6,339866
Little Red Rooster - Live,Love You Live (Remastered),23/9/1977,3,0.521,0.563,0.47,0.118,0.975,-12.487,0.0478,98.043,0.64,6,279466
Around And Around - Live,Love You Live (Remastered),23/9/1977,4,0.608,0.315,0.819,0.333,0.878,-8.434,0.091,193.133,0.821,5,248600
It's Only Rock 'N' Roll (But I Like It) - Live,Love You Live (Remastered),23/9/1977,5,0.369,0.478,0.867,0.0319,0.976,-7.165,0.0487,143.359,0.887,7,271226
Brown Sugar - Live,Love You Live (Remastered),23/9/1977,6,0.119,0.431,0.971,0.011,0.933,-6.204,0.086,153.511,0.575,5,190866
Jumpin' Jack Flash - Live,Love You Live (Remastered),23/9/1977,7,0.324,0.27,0.98,0.708,0.986,-7.661,0.184,154.983,0.358,6,242600
Sympathy For The Devil - Live,Love You Live (Remastered),23/9/1977,8,0.0926,0.483,0.952,0.0122,0.989,-7.875,0.0518,116.297,0.671,11,471266
"Intro: Excerpt from ""Fanfare For The Common Man"" - Live / Remastered 2009",Love You Live (Remastered 2009),23/9/1977,1,0.422,0.247,0.999,0.981,0.841,-8.598,0.128,55.581,0.0165,17,83826
Honky Tonk Women - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,2,0.0632,0.455,0.956,0.000244,0.931,-3.924,0.0555,115.786,0.69,24,199173
If You Can't Rock Me / Get Off Of My Cloud - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,3,0.188,0.403,0.986,0.0332,0.991,-2.554,0.0623,136.579,0.735,23,300426
Happy - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,4,0.0539,0.33,0.992,1.86e-06,0.941,-2.795,0.222,153.543,0.427,20,175066
Hot Stuff - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,5,0.235,0.678,0.937,0.189,0.986,-4.013,0.0411,109.268,0.688,20,274240
Star Star - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,6,0.111,0.298,0.987,2.02e-05,0.966,-2.767,0.0463,153.36,0.902,24,249560
Tumbling Dice - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,7,0.437,0.445,0.959,0.0053,0.798,-3.272,0.0439,112.855,0.918,20,240333
Fingerprint File - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,8,0.177,0.654,0.919,0.00943,0.95,-5.671,0.0607,105.467,0.715,19,316173
You Gotta Move - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,9,0.343,0.41,0.664,1.67e-05,0.851,-7.214,0.0853,184.347,0.448,20,259000
You Can't Always Get What You Want - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,10,0.489,0.378,0.882,0.00179,0.985,-3.835,0.0855,137.975,0.676,22,462466
Mannish Boy - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,1,0.711,0.325,0.793,0.0188,0.834,-4.962,0.0893,201.171,0.834,23,387533
Crackin' Up - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,2,0.526,0.648,0.77,0.0424,0.573,-7.201,0.0914,105.283,0.954,21,339626
Little Red Rooster - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,3,0.535,0.583,0.575,0.0836,0.965,-8.946,0.0437,98.106,0.649,18,279240
Around And Around - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,4,0.674,0.285,0.895,0.315,0.917,-5.067,0.168,196.231,0.715,22,248226
It's Only Rock 'N' Roll (But I Like It) - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,5,0.246,0.458,0.945,0.00539,0.949,-3.074,0.0589,144.471,0.853,20,271066
Brown Sugar - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,6,0.153,0.388,0.992,0.0161,0.948,-1.954,0.106,152.707,0.571,19,190773
Jumpin' Jack Flash - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,7,0.409,0.246,0.994,0.757,0.987,-3.41,0.228,154.699,0.317,19,242360
Sympathy For The Devil - Live / Remastered 2009,Love You Live (Remastered 2009),23/9/1977,8,0.124,0.423,0.99,0.00309,0.984,-2.338,0.0717,115.938,0.642,21,471040
Hot Stuff - Remastered 2009,Black And Blue (Remastered 2009),23/4/1976,1,0.278,0.788,0.768,0.000161,0.0654,-7.25,0.0601,100.118,0.852,41,320893
Hand Of Fate - Remastered,Black And Blue (Remastered 2009),23/4/1976,2,0.0698,0.62,0.822,0.0752,0.249,-4.097,0.0276,116.069,0.712,38,268440
Cherry Oh Baby - Remastered,Black And Blue (Remastered 2009),23/4/1976,3,0.164,0.835,0.421,0.00307,0.028,-8.484,0.0787,144.024,0.963,34,234200
Memory Motel - Remastered,Black And Blue (Remastered 2009),23/4/1976,4,0.783,0.357,0.62,3.52e-06,0.15,-6.03,0.0353,81.346,0.38,41,427933
Hey Negrita - Remastered,Black And Blue (Remastered 2009),23/4/1976,5,0.319,0.695,0.753,0.000685,0.0624,-5.164,0.0388,85.184,0.798,34,299733
Melody - Remastered,Black And Blue (Remastered 2009),23/4/1976,6,0.632,0.657,0.517,0.00139,0.241,-7.25,0.0417,81.915,0.574,36,349893
Fool To Cry - Remastered 2009,Black And Blue (Remastered 2009),23/4/1976,7,0.892,0.444,0.454,0.0546,0.114,-7.434,0.0419,67.848,0.236,53,305400
Crazy Mama - Remastered,Black And Blue (Remastered 2009),23/4/1976,8,0.214,0.389,0.909,0.00376,0.415,-3.705,0.0397,112.498,0.781,31,275093
Hot Stuff,Black And Blue,23/4/1976,1,0.401,0.795,0.66,0.00623,0.0934,-10.836,0.0546,100.277,0.91,23,320040
Hand Of Fate,Black And Blue,23/4/1976,2,0.173,0.634,0.705,0.306,0.0862,-8.318,0.0272,116.172,0.825,21,267933
Cherry Oh Baby,Black And Blue,23/4/1976,3,0.266,0.828,0.29,0.0147,0.0598,-14.174,0.181,144.203,0.963,20,233040
Memory Motel,Black And Blue,23/4/1976,4,0.853,0.402,0.475,0.000165,0.171,-10.374,0.0364,87.016,0.34,23,426733
Hey Negrita,Black And Blue,23/4/1976,5,0.295,0.687,0.639,0.00708,0.0713,-9.34,0.0443,84.863,0.83,21,297866
Melody,Black And Blue,23/4/1976,6,0.728,0.653,0.461,0.00384,0.0992,-9.633,0.0429,82.025,0.626,21,347000
Fool To Cry,Black And Blue,23/4/1976,7,0.939,0.464,0.338,0.16,0.111,-11.7,0.0437,70.131,0.296,28,303893
Crazy Mama,Black And Blue,23/4/1976,8,0.214,0.429,0.783,0.0406,0.438,-9.229,0.03,112.857,0.844,18,274333
If You Can't Rock Me - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,1,0.00132,0.522,0.932,0.000219,0.362,-4.215,0.0324,125.554,0.951,31,227333
Ain't Too Proud To Beg - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,2,0.686,0.588,0.906,0.0973,0.425,-4.613,0.0441,128.641,0.889,36,210560
It's Only Rock'n'Roll (But I Like It) - Remastered 2009,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,3,0.501,0.616,0.957,0.0115,0.318,-3.966,0.0508,128.517,0.778,55,307440
Till The Next Goodbye - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,4,0.658,0.473,0.576,1.59e-05,0.0938,-6.872,0.0293,138.344,0.518,29,276826
Time Waits For No One - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,5,0.0784,0.533,0.781,0.000273,0.063,-4.602,0.0316,118.316,0.815,34,398106
Luxury - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,6,0.251,0.567,0.95,0.00502,0.643,-4.742,0.0428,129.222,0.757,26,301240
Dance Little Sister - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,7,0.00648,0.46,0.961,0.182,0.27,-4.254,0.0817,152.776,0.893,35,251706
If You Really Want To Be My Friend - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,8,0.531,0.43,0.652,0.000358,0.068,-5.023,0.0357,148.922,0.366,26,376293
Short And Curlies - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,9,0.484,0.463,0.768,0.106,0.658,-4.493,0.0424,118.77,0.896,24,163466
Fingerprint File - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),18/10/1974,10,0.208,0.638,0.782,0.0607,0.274,-7.04,0.0515,104.716,0.854,31,393333
If You Can't Rock Me,It's Only Rock 'N' Roll,18/10/1974,1,0.0006,0.558,0.744,0.0192,0.181,-11.03,0.0282,125.632,0.962,25,226866
Ain't Too Proud To Beg,It's Only Rock 'N' Roll,18/10/1974,2,0.565,0.59,0.743,0.151,0.301,-9.768,0.0365,128.987,0.926,31,211293
It's Only Rock 'n' Roll (But I Like It) - Remastered,It's Only Rock 'N' Roll,18/10/1974,3,0.388,0.615,0.891,0.136,0.187,-9.251,0.0474,128.552,0.817,33,307173
Till The Next Goodbye,It's Only Rock 'N' Roll,18/10/1974,4,0.663,0.49,0.444,6.66e-05,0.116,-11.763,0.0302,138.375,0.507,25,276800
